date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
2021-06-20,37,1.44,1.0,2,Alpha (B.1.1.7-like),80,115.0,41
2021-06-20,0,7.0,7.0,0,B.1.1.318-like,1,7.0,1
2021-06-20,3,5.7,1.5,3,.,10,57.0,4
2021-06-20,1,4.0,3.5,2,Mu (B.1.621-like),6,24.0,3
2021-06-20,1,2.0,3.0,0,Gamma (P.1-like),3,6.0,2
2021-06-20,0,1.67,1.0,0,Delta (B.1.617.2-like) +K417N,3,5.0,3
2021-06-20,0,2.0,2.0,0,Iota (B.1.526-like),2,4.0,2
2021-06-21,1101,0.53,0.0,1,Delta (AY.4-like),1787,946.0,685
2021-06-21,321,0.85,0.0,3,Delta (B.1.617.2-like),592,505.0,268
2021-06-21,0,5.5,5.5,1,Beta (B.1.351-like),2,11.0,1
2021-06-21,59,1.4,1.0,3,Alpha (B.1.1.7-like),146,204.0,84
2021-06-21,3,11.27,3.0,4,.,11,124.0,4
2021-06-21,2,0.33,0.0,0,Delta (AY.4.2-like),3,1.0,1
2021-06-21,0,5.33,4.0,1,B.1.1.318-like,3,16.0,2
2021-06-21,2,2.11,2.0,0,Mu (B.1.621-like),9,19.0,7
2021-06-21,4,3.0,2.0,2,Gamma (P.1-like),21,63.0,15
2021-06-21,1,4.0,3.5,1,Iota (B.1.526-like),4,16.0,2
2021-06-21,3,1.4,0.0,0,Delta (B.1.617.2-like) +K417N,5,7.0,2
2021-06-21,0,5.0,5.0,0,Lambda (C.37-like),1,5.0,1
2021-06-22,1588,0.54,0.0,0,Delta (AY.4-like),2555,1384.0,967
2021-06-22,554,0.76,0.0,8,Delta (B.1.617.2-like),973,740.0,411
2021-06-22,52,1.43,1.0,4,Alpha (B.1.1.7-like),141,202.0,85
2021-06-22,6,0.25,0.0,0,Delta (AY.4.2-like),8,2.0,2
2021-06-22,0,4.0,4.0,0,Beta (B.1.351-like),5,20.0,5
2021-06-22,2,1.75,0.5,0,B.1.1.318-like,4,7.0,2
2021-06-22,2,2.43,2.0,0,Gamma (P.1-like),21,51.0,19
2021-06-22,2,0.5,0.5,0,Delta (B.1.617.2-like) +K417N,4,2.0,2
2021-06-22,2,7.87,3.0,4,.,15,118.0,9
2021-06-22,7,1.93,0.5,1,Mu (B.1.621-like),14,27.0,6
2021-06-22,1,2.0,2.0,0,Iota (B.1.526-like),6,12.0,5
2021-06-22,0,6.0,6.0,0,Lambda (C.37-like),1,6.0,1
2021-06-22,0,3.0,3.0,0,B.1.1.7-like+E484K,1,3.0,1
2021-06-23,1180,0.47,0.0,1,Delta (AY.4-like),1773,839.0,592
2021-06-23,439,0.83,0.0,7,Delta (B.1.617.2-like),801,665.0,355
2021-06-23,15,0.12,0.0,0,Delta (AY.4.2-like),17,2.0,2
2021-06-23,39,1.33,1.0,1,Alpha (B.1.1.7-like),94,125.0,54
2021-06-23,4,1.8,2.5,0,Mu (B.1.621-like),10,18.0,6
2021-06-23,0,1.0,1.0,0,Beta (B.1.351-like),1,1.0,1
2021-06-23,5,2.81,2.0,0,Gamma (P.1-like),21,59.0,16
2021-06-23,0,2.25,1.5,0,.,8,18.0,8
2021-06-23,0,10.0,10.0,2,Lambda (C.37-like),2,20.0,0
2021-06-23,2,3.1,3.5,0,Iota (B.1.526-like),10,31.0,8
2021-06-23,0,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,1,1.0,1
2021-06-23,0,9.0,9.0,1,Epsilon (B.1.429-like),1,9.0,0
2021-06-24,1238,0.49,0.0,0,Delta (AY.4-like),1929,941.0,691
2021-06-24,588,0.63,0.0,5,Delta (B.1.617.2-like),945,594.0,352
2021-06-24,54,1.15,1.0,0,Alpha (B.1.1.7-like),133,153.0,79
2021-06-24,4,0.5,0.5,0,Delta (AY.4.2-like),8,4.0,4
2021-06-24,3,7.36,2.5,5,.,14,103.0,6
2021-06-24,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-06-24,0,5.2,4.0,2,Mu (B.1.621-like),5,26.0,3
2021-06-24,0,8.0,8.0,1,B.1.1.318-like,1,8.0,0
2021-06-24,2,1.33,0.0,0,Beta (B.1.351-like),3,4.0,1
2021-06-24,0,8.0,8.0,1,Iota (B.1.526-like),1,8.0,0
2021-06-24,1,1.5,1.5,0,Lambda (C.37-like),2,3.0,1
2021-06-24,2,0.67,0.0,0,Delta (B.1.617.2-like) +K417N,3,2.0,1
2021-06-24,5,0.92,1.0,0,Gamma (P.1-like),13,12.0,8
2021-06-25,331,0.75,0.0,3,Delta (B.1.617.2-like),562,422.0,228
2021-06-25,875,0.49,0.0,1,Delta (AY.4-like),1341,652.0,465
2021-06-25,9,0.1,0.0,0,Delta (AY.4.2-like),10,1.0,1
2021-06-25,60,1.13,1.0,2,Alpha (B.1.1.7-like),139,157.0,77
2021-06-25,1,4.67,7.0,0,B.1.1.318-like,3,14.0,2
2021-06-25,10,3.58,0.0,2,.,19,68.0,7
2021-06-25,3,3.91,4.0,2,Mu (B.1.621-like),11,43.0,6
2021-06-25,3,1.43,1.0,0,Beta (B.1.351-like),7,10.0,4
2021-06-25,0,4.0,4.0,0,Eta (B.1.525-like),1,4.0,1
2021-06-25,3,1.92,2.0,0,Gamma (P.1-like),12,23.0,9
2021-06-25,2,2.0,1.0,0,Iota (B.1.526-like),5,10.0,3
2021-06-25,2,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,2,0.0,0
2021-06-25,0,1.0,1.0,0,Lambda (C.37-like),1,1.0,1
2021-06-26,1450,0.51,0.0,0,Delta (AY.4-like),2252,1142.0,802
2021-06-26,510,0.79,0.0,7,Delta (B.1.617.2-like),870,687.0,353
2021-06-26,13,0.33,0.0,0,Delta (AY.4.2-like),18,6.0,5
2021-06-26,49,1.25,1.0,0,Alpha (B.1.1.7-like),108,135.0,59
2021-06-26,6,2.5,0.0,2,Mu (B.1.621-like),10,25.0,2
2021-06-26,4,9.46,3.0,5,.,13,123.0,4
2021-06-26,0,5.0,5.0,0,Eta (B.1.525-like),1,5.0,1
2021-06-26,0,1.0,1.0,0,Beta (B.1.351-like),1,1.0,1
2021-06-26,1,2.12,2.5,0,Gamma (P.1-like),8,17.0,7
2021-06-26,0,2.0,2.0,0,Delta (B.1.617.2-like) +K417N,4,8.0,4
2021-06-26,0,6.0,6.0,0,Iota (B.1.526-like),1,6.0,1
2021-06-27,1239,0.49,0.0,1,Delta (AY.4-like),1928,941.0,688
2021-06-27,439,0.64,0.0,1,Delta (B.1.617.2-like),705,449.0,265
2021-06-27,53,1.16,0.0,3,Alpha (B.1.1.7-like),104,121.0,48
2021-06-27,9,0.1,0.0,0,Delta (AY.4.2-like),10,1.0,1
2021-06-27,3,5.08,2.0,1,.,12,61.0,8
2021-06-27,1,3.43,2.0,1,Gamma (P.1-like),7,24.0,5
2021-06-27,1,0.0,0.0,0,Beta (B.1.351-like),1,0.0,0
2021-06-27,1,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,3,3.0,2
2021-06-27,0,3.0,3.0,0,Iota (B.1.526-like),1,3.0,1
2021-06-27,3,0.6,0.0,0,Mu (B.1.621-like),5,3.0,2
2021-06-28,1486,0.48,0.0,0,Delta (AY.4-like),2271,1093.0,785
2021-06-28,546,0.8,0.0,3,Delta (B.1.617.2-like),1001,796.0,452
2021-06-28,52,1.57,1.0,3,Alpha (B.1.1.7-like),121,190.0,66
2021-06-28,9,0.57,0.0,0,Delta (AY.4.2-like),14,8.0,5
2021-06-28,2,11.43,7.0,6,.,14,160.0,6
2021-06-28,1,0.5,0.5,0,Beta (B.1.351-like),2,1.0,1
2021-06-28,3,1.67,1.0,0,Gamma (P.1-like),9,15.0,6
2021-06-28,3,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,9,9.0,6
2021-06-28,0,4.0,4.0,0,Lambda (C.37-like),2,8.0,2
2021-06-28,0,2.6,1.0,0,Mu (B.1.621-like),5,13.0,5
2021-06-28,2,1.88,1.0,0,Iota (B.1.526-like),8,15.0,6
2021-06-28,0,1.0,1.0,0,B.1.1.318-like,1,1.0,1
2021-06-29,2354,0.52,0.0,0,Delta (AY.4-like),3735,1951.0,1381
2021-06-29,805,0.69,0.0,5,Delta (B.1.617.2-like),1388,956.0,578
2021-06-29,14,0.18,0.0,0,Delta (AY.4.2-like),17,3.0,3
2021-06-29,48,1.51,1.0,5,Alpha (B.1.1.7-like),112,169.0,59
2021-06-29,1,14.68,14.0,13,.,19,279.0,5
2021-06-29,1,0.0,0.0,0,Beta (B.1.351-like),1,0.0,0
2021-06-29,5,2.38,2.0,0,Mu (B.1.621-like),21,50.0,16
2021-06-29,5,1.5,1.0,0,Gamma (P.1-like),18,27.0,13
2021-06-29,3,0.5,0.5,0,Delta (B.1.617.2-like) +K417N,6,3.0,3
2021-06-29,1,3.12,2.5,0,Iota (B.1.526-like),8,25.0,7
2021-06-29,1,0.0,0.0,0,B.1.1.318-like,1,0.0,0
2021-06-30,736,0.66,0.0,5,Delta (B.1.617.2-like),1198,796.0,457
2021-06-30,1732,0.48,0.0,1,Delta (AY.4-like),2617,1244.0,884
2021-06-30,9,0.38,0.0,0,Delta (AY.4.2-like),13,5.0,4
2021-06-30,39,1.52,1.0,2,Alpha (B.1.1.7-like),108,164.0,67
2021-06-30,5,2.35,2.0,0,Mu (B.1.621-like),17,40.0,12
2021-06-30,0,7.33,5.0,1,B.1.1.318-like,3,22.0,2
2021-06-30,3,7.43,1.0,4,.,14,104.0,7
2021-06-30,5,2.33,2.0,1,Gamma (P.1-like),21,49.0,15
2021-06-30,0,2.67,2.0,0,Iota (B.1.526-like),3,8.0,3
2021-06-30,3,0.25,0.0,0,Delta (B.1.617.2-like) +K417N,4,1.0,1
2021-06-30,0,11.0,11.0,1,Lambda (C.37-like),1,11.0,0
2021-06-30,0,1.0,1.0,0,Epsilon (B.1.429-like),1,1.0,1
2021-06-30,0,3.5,3.5,0,B.1.1.7-like+E484K,2,7.0,2
2021-06-30,0,7.0,7.0,0,Beta (B.1.351-like),1,7.0,1
2021-07-01,1654,0.46,0.0,0,Delta (AY.4-like),2521,1165.0,867
2021-07-01,773,0.68,0.0,4,Delta (B.1.617.2-like),1273,871.0,496
2021-07-01,72,1.5,1.0,4,Alpha (B.1.1.7-like),153,229.0,77
2021-07-01,7,0.62,0.0,0,Delta (AY.4.2-like),13,8.0,6
2021-07-01,9,5.88,1.0,9,.,33,194.0,15
2021-07-01,0,1.5,1.5,0,B.1.1.7-like+E484K,2,3.0,2
2021-07-01,0,4.0,4.0,0,B.1.1.318-like,1,4.0,1
2021-07-01,5,0.6,0.5,0,Delta (B.1.617.2-like) +K417N,10,6.0,5
2021-07-01,2,3.22,3.0,1,Mu (B.1.621-like),9,29.0,6
2021-07-01,6,2.25,2.0,0,Gamma (P.1-like),20,45.0,14
2021-07-01,0,3.0,3.0,0,Lambda (C.37-like),2,6.0,2
2021-07-01,1,2.25,2.5,0,Iota (B.1.526-like),4,9.0,3
2021-07-01,0,3.0,3.0,0,Beta (B.1.351-like),1,3.0,1
2021-07-02,1376,0.5,0.0,0,Delta (AY.4-like),2155,1071.0,779
2021-07-02,587,0.79,0.0,8,Delta (B.1.617.2-like),1050,831.0,455
2021-07-02,53,1.86,1.0,9,Alpha (B.1.1.7-like),129,240.0,67
2021-07-02,18,0.22,0.0,0,Delta (AY.4.2-like),23,5.0,5
2021-07-02,6,2.15,2.0,1,Gamma (P.1-like),20,43.0,13
2021-07-02,0,4.0,4.0,0,B.1.1.318-like,1,4.0,1
2021-07-02,8,5.76,1.0,6,.,25,144.0,11
2021-07-02,1,7.67,3.0,1,Beta (B.1.351-like),3,23.0,1
2021-07-02,1,4.08,4.5,2,Mu (B.1.621-like),12,49.0,9
2021-07-02,1,2.17,1.5,0,Iota (B.1.526-like),6,13.0,5
2021-07-02,7,1.38,0.0,0,Delta (B.1.617.2-like) +K417N,13,18.0,6
2021-07-02,0,1.0,1.0,0,Lambda (C.37-like),1,1.0,1
2021-07-02,0,9.0,9.0,1,Epsilon (B.1.429-like),1,9.0,0
2021-07-03,401,0.66,0.0,3,Delta (B.1.617.2-like),650,432.0,246
2021-07-03,7,0.45,0.0,0,Delta (AY.4.2-like),11,5.0,4
2021-07-03,849,0.54,0.0,0,Delta (AY.4-like),1382,750.0,533
2021-07-03,22,1.3,1.0,1,Alpha (B.1.1.7-like),56,73.0,33
2021-07-03,0,4.0,4.0,0,B.1.1.318-like,1,4.0,1
2021-07-03,3,7.86,1.5,5,.,14,110.0,6
2021-07-03,6,1.62,0.0,1,Mu (B.1.621-like),8,13.0,1
2021-07-03,2,0.83,1.0,0,Delta (B.1.617.2-like) +K417N,6,5.0,4
2021-07-03,1,2.75,3.0,0,Iota (B.1.526-like),4,11.0,3
2021-07-03,2,1.5,1.0,0,Gamma (P.1-like),8,12.0,6
2021-07-04,1829,0.54,0.0,0,Delta (AY.4-like),2992,1624.0,1163
2021-07-04,24,1.73,1.0,0,Alpha (B.1.1.7-like),51,88.0,27
2021-07-04,555,0.57,0.0,4,Delta (B.1.617.2-like),888,505.0,329
2021-07-04,12,0.44,0.0,0,Delta (AY.4.2-like),16,7.0,4
2021-07-04,2,1.5,1.5,0,Mu (B.1.621-like),4,6.0,2
2021-07-04,5,9.0,4.5,6,.,14,126.0,3
2021-07-04,1,2.5,2.5,0,Beta (B.1.351-like),2,5.0,1
2021-07-04,0,1.5,1.5,0,Delta (B.1.617.2-like) +K417N,2,3.0,2
2021-07-04,1,0.0,0.0,0,Gamma (P.1-like),1,0.0,0
2021-07-05,1910,0.54,0.0,0,Delta (AY.4-like),3093,1679.0,1183
2021-07-05,688,0.74,0.0,4,Delta (B.1.617.2-like),1227,913.0,535
2021-07-05,17,0.43,0.0,0,Delta (AY.4.2-like),28,12.0,11
2021-07-05,15,2.41,1.0,5,Alpha (B.1.1.7-like),71,171.0,51
2021-07-05,4,2.3,2.0,0,Mu (B.1.621-like),10,23.0,6
2021-07-05,1,9.0,8.5,4,.,8,72.0,3
2021-07-05,0,1.0,1.0,0,Beta (B.1.351-like),1,1.0,1
2021-07-05,0,5.0,5.0,0,B.1.1.318-like,1,5.0,1
2021-07-05,4,1.14,0.0,0,Gamma (P.1-like),7,8.0,3
2021-07-05,1,3.0,3.0,0,Lambda (C.37-like),2,6.0,1
2021-07-05,1,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,4,4.0,3
2021-07-05,2,1.33,0.0,0,Iota (B.1.526-like),3,4.0,1
2021-07-06,980,0.51,0.0,1,Delta (AY.4-like),1547,785.0,566
2021-07-06,484,0.89,0.0,8,Delta (B.1.617.2-like),915,816.0,423
2021-07-06,4,1.31,1.0,0,Delta (B.1.617.2-like) +K417N,13,17.0,9
2021-07-06,37,1.58,1.0,2,Alpha (B.1.1.7-like),85,134.0,46
2021-07-06,3,3.0,2.0,2,Mu (B.1.621-like),13,39.0,8
2021-07-06,7,0.22,0.0,0,Delta (AY.4.2-like),9,2.0,2
2021-07-06,4,1.83,1.0,1,Gamma (P.1-like),18,33.0,13
2021-07-06,5,1.75,1.5,0,Beta (B.1.351-like),12,21.0,7
2021-07-06,9,3.19,1.0,4,.,21,67.0,8
2021-07-06,0,3.0,3.0,0,B.1.1.7-like+E484K,1,3.0,1
2021-07-06,1,3.0,1.0,1,Lambda (C.37-like),3,9.0,1
2021-07-06,0,2.67,2.0,0,Iota (B.1.526-like),3,8.0,3
2021-07-07,1302,0.58,0.0,0,Delta (AY.4-like),2161,1253.0,859
2021-07-07,641,0.93,0.0,10,Delta (B.1.617.2-like),1238,1151.0,587
2021-07-07,11,0.21,0.0,0,Delta (AY.4.2-like),14,3.0,3
2021-07-07,44,1.91,1.0,6,Alpha (B.1.1.7-like),121,231.0,71
2021-07-07,5,3.89,1.0,2,.,18,70.0,11
2021-07-07,6,2.35,2.0,2,Mu (B.1.621-like),23,54.0,15
2021-07-07,0,10.0,10.0,1,B.1.1.7-like+E484K,1,10.0,0
2021-07-07,6,0.14,0.0,0,Beta (B.1.351-like),7,1.0,1
2021-07-07,7,1.41,1.0,0,Delta (B.1.617.2-like) +K417N,17,24.0,10
2021-07-07,1,2.35,1.0,0,Gamma (P.1-like),17,40.0,16
2021-07-07,1,1.6,2.0,0,Iota (B.1.526-like),5,8.0,4
2021-07-07,0,4.0,4.0,0,Lambda (C.37-like),1,4.0,1
2021-07-08,759,0.77,0.0,4,Delta (B.1.617.2-like),1356,1048.0,593
2021-07-08,62,1.53,1.0,4,Alpha (B.1.1.7-like),130,199.0,64
2021-07-08,1138,0.54,0.0,0,Delta (AY.4-like),1834,991.0,696
2021-07-08,15,0.35,0.0,0,Delta (AY.4.2-like),23,8.0,8
2021-07-08,1,3.5,3.5,0,B.1.1.318-like,2,7.0,1
2021-07-08,4,0.57,0.0,0,Beta (B.1.351-like),7,4.0,3
2021-07-08,10,4.42,2.0,3,.,33,146.0,20
2021-07-08,0,3.0,3.0,0,B.1.617.1-like,1,3.0,1
2021-07-08,3,2.56,1.0,1,Iota (B.1.526-like),9,23.0,5
2021-07-08,7,2.76,2.0,2,Mu (B.1.621-like),21,58.0,12
2021-07-08,5,2.71,2.0,2,Gamma (P.1-like),24,65.0,17
2021-07-08,11,0.6,0.0,0,Delta (B.1.617.2-like) +K417N,15,9.0,4
2021-07-08,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-07-09,969,0.6,0.0,0,Delta (AY.4-like),1681,1001.0,712
2021-07-09,656,0.9,0.0,14,Delta (B.1.617.2-like),1206,1081.0,536
2021-07-09,19,0.29,0.0,0,Delta (AY.4.2-like),24,7.0,5
2021-07-09,28,2.1,1.0,7,Alpha (B.1.1.7-like),81,170.0,46
2021-07-09,7,8.22,1.5,4,.,18,148.0,7
2021-07-09,1,0.5,0.5,0,B.1.1.318-like,2,1.0,1
2021-07-09,4,1.56,1.0,0,Gamma (P.1-like),16,25.0,12
2021-07-09,4,2.57,1.0,2,Mu (B.1.621-like),14,36.0,8
2021-07-09,3,1.33,2.0,0,Delta (B.1.617.2-like) +K417N,9,12.0,6
2021-07-09,4,0.67,0.0,0,Iota (B.1.526-like),6,4.0,2
2021-07-09,0,1.67,1.0,0,Lambda (C.37-like),3,5.0,3
2021-07-09,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-07-10,412,0.81,0.0,3,Delta (B.1.617.2-like),746,603.0,331
2021-07-10,602,0.57,0.0,0,Delta (AY.4-like),1004,572.0,402
2021-07-10,5,0.17,0.0,0,Delta (AY.4.2-like),6,1.0,1
2021-07-10,19,1.58,1.0,0,Alpha (B.1.1.7-like),48,76.0,29
2021-07-10,1,3.17,3.5,0,.,6,19.0,5
2021-07-10,0,14.0,14.0,1,Lambda (C.37-like),1,14.0,0
2021-07-10,5,4.08,2.5,5,Mu (B.1.621-like),26,106.0,16
2021-07-10,3,0.6,0.0,0,Iota (B.1.526-like),5,3.0,2
2021-07-10,5,1.81,1.0,1,Gamma (P.1-like),21,38.0,15
2021-07-10,6,0.14,0.0,0,Delta (B.1.617.2-like) +K417N,7,1.0,1
2021-07-11,767,0.62,0.0,0,Delta (AY.4-like),1311,813.0,544
2021-07-11,414,0.97,1.0,4,Delta (B.1.617.2-like),849,822.0,431
2021-07-11,8,0.36,0.0,0,Delta (AY.4.2-like),11,4.0,3
2021-07-11,21,1.78,1.0,2,Alpha (B.1.1.7-like),50,89.0,27
2021-07-11,0,6.0,6.0,1,B.1.1.318-like,2,12.0,1
2021-07-11,1,0.0,0.0,0,Beta (B.1.351-like),1,0.0,0
2021-07-11,3,1.89,1.0,0,Gamma (P.1-like),9,17.0,6
2021-07-11,4,4.0,3.0,3,Mu (B.1.621-like),11,44.0,4
2021-07-11,0,8.71,1.0,2,.,7,61.0,5
2021-07-11,1,0.5,0.5,0,Delta (B.1.617.2-like) +K417N,2,1.0,1
2021-07-11,0,1.0,1.0,0,Lambda (C.37-like),1,1.0,1
2021-07-12,634,0.97,1.0,8,Delta (B.1.617.2-like),1323,1287.0,681
2021-07-12,781,0.62,0.0,1,Delta (AY.4-like),1369,853.0,587
2021-07-12,5,0.29,0.0,0,Delta (AY.4.2-like),7,2.0,2
2021-07-12,25,2.05,1.0,2,Alpha (B.1.1.7-like),87,178.0,60
2021-07-12,0,5.0,5.0,0,Eta (B.1.525-like),1,5.0,1
2021-07-12,4,0.7,1.0,0,Delta (B.1.617.2-like) +K417N,10,7.0,6
2021-07-12,6,1.76,1.0,1,Mu (B.1.621-like),17,30.0,10
2021-07-12,7,5.88,1.0,3,.,16,94.0,6
2021-07-12,0,1.0,1.0,0,Beta (B.1.351-like),1,1.0,1
2021-07-12,1,3.0,3.0,0,Lambda (C.37-like),2,6.0,1
2021-07-12,9,2.19,2.0,1,Gamma (P.1-like),26,57.0,16
2021-07-12,1,1.5,1.5,0,Iota (B.1.526-like),4,6.0,3
2021-07-13,663,0.62,0.0,0,Delta (AY.4-like),1156,716.0,493
2021-07-13,593,0.96,1.0,5,Delta (B.1.617.2-like),1207,1162.0,609
2021-07-13,13,0.35,0.0,0,Delta (AY.4.2-like),20,7.0,7
2021-07-13,11,2.82,0.5,2,.,22,62.0,9
2021-07-13,18,1.48,1.0,2,Alpha (B.1.1.7-like),48,71.0,28
2021-07-13,9,2.18,2.0,2,Mu (B.1.621-like),28,61.0,17
2021-07-13,14,0.12,0.0,0,Beta (B.1.351-like),16,2.0,2
2021-07-13,4,2.2,1.0,1,Gamma (P.1-like),15,33.0,10
2021-07-13,5,0.9,0.5,0,Delta (B.1.617.2-like) +K417N,10,9.0,5
2021-07-13,0,2.0,2.0,0,Lambda (C.37-like),1,2.0,1
2021-07-13,1,1.33,2.0,0,Iota (B.1.526-like),3,4.0,2
2021-07-14,1318,0.67,0.0,0,Delta (AY.4-like),2421,1634.0,1103
2021-07-14,732,0.93,1.0,9,Delta (B.1.617.2-like),1530,1429.0,789
2021-07-14,20,0.34,0.0,0,Delta (AY.4.2-like),29,10.0,9
2021-07-14,16,1.09,0.5,0,Mu (B.1.621-like),32,35.0,16
2021-07-14,30,1.49,1.0,1,Alpha (B.1.1.7-like),68,101.0,37
2021-07-14,0,6.0,6.0,0,B.1.1.318-like,1,6.0,1
2021-07-14,12,1.05,0.0,1,Beta (B.1.351-like),22,23.0,9
2021-07-14,3,6.24,2.0,5,.,21,131.0,13
2021-07-14,4,2.12,2.0,1,Gamma (P.1-like),25,53.0,20
2021-07-14,1,2.0,2.0,0,Delta (B.1.617.2-like) +K417N,5,10.0,4
2021-07-14,1,0.0,0.0,0,Iota (B.1.526-like),1,0.0,0
2021-07-14,0,4.0,4.0,0,B.1.1.7-like+E484K,1,4.0,1
2021-07-15,663,1.06,1.0,9,Delta (B.1.617.2-like),1433,1517.0,761
2021-07-15,740,0.62,0.0,0,Delta (AY.4-like),1299,806.0,559
2021-07-15,19,0.38,0.0,0,Delta (AY.4.2-like),26,10.0,7
2021-07-15,9,1.67,1.0,0,Mu (B.1.621-like),24,40.0,15
2021-07-15,21,1.26,1.0,0,Alpha (B.1.1.7-like),61,77.0,40
2021-07-15,0,9.0,9.0,1,B.1.1.318-like,1,9.0,0
2021-07-15,10,3.89,1.0,4,.,35,136.0,21
2021-07-15,2,2.0,0.0,0,Beta (B.1.351-like),3,6.0,1
2021-07-15,0,5.0,5.0,0,B.1.617.1-like,1,5.0,1
2021-07-15,2,1.0,1.0,0,Iota (B.1.526-like),4,4.0,2
2021-07-15,7,1.87,3.0,0,Gamma (P.1-like),15,28.0,8
2021-07-15,5,1.67,1.0,0,Delta (B.1.617.2-like) +K417N,15,25.0,10
2021-07-15,0,5.0,5.0,0,B.1.1.7-like+E484K,1,5.0,1
2021-07-15,0,4.5,4.5,0,Lambda (C.37-like),2,9.0,2
2021-07-16,1172,0.67,0.0,0,Delta (AY.4-like),2125,1422.0,953
2021-07-16,842,0.89,0.0,5,Delta (B.1.617.2-like),1675,1487.0,828
2021-07-16,15,0.57,0.0,0,Delta (AY.4.2-like),23,13.0,8
2021-07-16,21,1.48,1.0,1,Alpha (B.1.1.7-like),50,74.0,28
2021-07-16,7,2.38,1.0,2,Mu (B.1.621-like),26,62.0,17
2021-07-16,0,3.11,2.0,1,Gamma (P.1-like),19,59.0,18
2021-07-16,1,10.5,10.5,1,Beta (B.1.351-like),2,21.0,0
2021-07-16,1,5.75,2.5,5,.,12,69.0,6
2021-07-16,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-07-16,0,12.0,11.0,3,Lambda (C.37-like),3,36.0,0
2021-07-16,1,0.67,1.0,0,Iota (B.1.526-like),3,2.0,2
2021-07-16,3,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,7,7.0,4
2021-07-17,594,0.89,0.0,8,Delta (B.1.617.2-like),1146,1022.0,544
2021-07-17,651,0.7,0.0,0,Delta (AY.4-like),1207,840.0,556
2021-07-17,11,0.23,0.0,0,Delta (AY.4.2-like),13,3.0,2
2021-07-17,2,2.61,2.0,1,Alpha (B.1.1.7-like),23,60.0,20
2021-07-17,0,3.0,3.0,0,Eta (B.1.525-like),2,6.0,2
2021-07-17,4,3.0,2.0,4,Mu (B.1.621-like),17,51.0,9
2021-07-17,5,0.29,0.0,0,Delta (B.1.617.2-like) +K417N,7,2.0,2
2021-07-17,4,1.8,1.5,0,Gamma (P.1-like),10,18.0,6
2021-07-17,1,4.0,6.0,0,Lambda (C.37-like),3,12.0,2
2021-07-17,1,4.0,3.5,1,.,6,24.0,4
2021-07-17,0,2.0,2.0,0,Iota (B.1.526-like),1,2.0,1
2021-07-17,1,0.5,0.5,0,B.1.1.318-like,2,1.0,1
2021-07-18,544,0.91,1.0,5,Delta (B.1.617.2-like),1092,998.0,543
2021-07-18,734,0.75,0.0,0,Delta (AY.4-like),1441,1075.0,707
2021-07-18,8,0.67,0.0,0,Delta (AY.4.2-like),15,10.0,7
2021-07-18,2,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,5,5.0,3
2021-07-18,11,1.61,1.0,0,Alpha (B.1.1.7-like),23,37.0,12
2021-07-18,1,4.57,3.0,2,.,7,32.0,4
2021-07-18,3,2.36,1.0,0,Gamma (P.1-like),11,26.0,8
2021-07-18,1,5.0,5.0,1,B.1.1.318-like,2,10.0,0
2021-07-18,7,2.0,1.0,2,Mu (B.1.621-like),20,40.0,11
2021-07-18,1,0.5,0.5,0,Iota (B.1.526-like),2,1.0,1
2021-07-18,0,9.0,9.0,1,Lambda (C.37-like),1,9.0,0
2021-07-19,1375,0.7,0.0,0,Delta (AY.4-like),2621,1841.0,1246
2021-07-19,876,1.0,1.0,6,Delta (B.1.617.2-like),1815,1821.0,933
2021-07-19,16,0.68,0.0,0,Delta (AY.4.2-like),31,21.0,15
2021-07-19,6,1.81,1.0,0,Mu (B.1.621-like),27,49.0,21
2021-07-19,5,0.9,0.5,0,Delta (B.1.617.2-like) +K417N,10,9.0,5
2021-07-19,12,1.6,1.0,2,Alpha (B.1.1.7-like),40,64.0,26
2021-07-19,2,2.31,2.0,1,Gamma (P.1-like),13,30.0,10
2021-07-19,0,6.0,6.0,0,B.1.1.318-like,1,6.0,1
2021-07-19,6,9.23,3.0,10,.,26,240.0,10
2021-07-19,0,1.5,1.5,0,Iota (B.1.526-like),2,3.0,2
2021-07-19,2,0.0,0.0,0,Lambda (C.37-like),2,0.0,0
2021-07-19,0,4.0,4.0,0,Beta (B.1.351-like),1,4.0,1
2021-07-20,1176,0.77,0.0,0,Delta (AY.4-like),2340,1808.0,1164
2021-07-20,974,0.94,1.0,12,Delta (B.1.617.2-like),1998,1885.0,1012
2021-07-20,7,0.8,1.0,0,Delta (AY.4.2-like),15,12.0,8
2021-07-20,17,2.82,1.0,5,Alpha (B.1.1.7-like),51,144.0,29
