,date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
4690,2022-01-21,2,1.38,1.0,0,.,13,18.0,11
4691,2022-01-21,3,0.0,0.0,0,Omicron (Unassigned),3,0.0,0
4692,2022-01-21,2,1.6,1.0,0,Delta (AY.4.2-like),5,8.0,3
4693,2022-01-21,0,1.0,1.0,0,Probable Omicron (BA.1-like),1,1.0,1
4694,2022-01-22,2630,0.93,1.0,5,Omicron (BA.1-like),5926,5489.0,3291
4695,2022-01-22,565,0.48,0.0,0,Omicron (BA.2-like),872,420.0,307
4696,2022-01-22,3,3.7,2.5,3,Delta (B.1.617.2-like),20,74.0,14
4697,2022-01-22,0,1.0,1.0,0,.,1,1.0,1
4698,2022-01-22,1,1.5,1.5,0,Delta (AY.4-like),6,9.0,5
4699,2022-01-22,0,8.0,8.0,1,Omicron (BA.3-like),1,8.0,0
4700,2022-01-22,1,1.0,1.0,0,Delta (AY.4.2-like),3,3.0,2
4701,2022-01-23,778,0.47,0.0,0,Omicron (BA.2-like),1186,562.0,408
4702,2022-01-23,2609,0.95,1.0,5,Omicron (BA.1-like),5867,5564.0,3253
4703,2022-01-23,8,2.92,2.0,5,Delta (B.1.617.2-like),59,172.0,46
4704,2022-01-23,0,2.67,3.0,0,Delta (AY.4.2-like),3,8.0,3
4705,2022-01-23,0,1.0,1.0,0,.,1,1.0,1
4706,2022-01-23,1,0.0,0.0,0,Omicron (Unassigned),1,0.0,0
4707,2022-01-23,1,3.4,3.0,0,Delta (AY.4-like),5,17.0,4
4708,2022-01-23,1,1.75,1.0,0,Probable Omicron (BA.1-like),4,7.0,3
4709,2022-01-23,0,28.0,28.0,1,Omicron (BA.5-like),1,28.0,0
4710,2022-01-24,3455,0.94,1.0,4,Omicron (BA.1-like),7759,7305.0,4300
4711,2022-01-24,781,0.54,0.0,0,Omicron (BA.2-like),1270,685.0,489
4712,2022-01-24,7,3.71,2.5,5,Delta (B.1.617.2-like),34,126.0,22
4713,2022-01-24,3,1.11,1.0,0,.,9,10.0,6
4714,2022-01-24,0,3.0,3.0,0,Omicron (Unassigned),1,3.0,1
4715,2022-01-24,0,10.0,10.0,1,Omicron (BA.3-like),1,10.0,0
4716,2022-01-24,2,0.33,0.0,0,Omicron (XE-like),3,1.0,1
4717,2022-01-24,1,2.29,2.0,0,Delta (AY.4-like),7,16.0,6
4718,2022-01-24,0,1.0,1.0,0,Delta (AY.4.2-like),1,1.0,1
4719,2022-01-24,0,1.88,2.0,0,Probable Omicron (BA.1-like),8,15.0,8
4720,2022-01-25,677,0.5,0.0,0,Omicron (BA.2-like),1067,533.0,390
4721,2022-01-25,2618,0.93,1.0,0,Omicron (BA.1-like),5915,5530.0,3297
4722,2022-01-25,2,4.05,3.0,2,Delta (B.1.617.2-like),19,77.0,15
4723,2022-01-25,1,3.25,3.0,0,Delta (AY.4-like),4,13.0,3
4724,2022-01-25,1,1.92,2.0,0,.,13,25.0,12
4725,2022-01-25,0,11.0,11.0,1,Omicron (BA.3-like),1,11.0,0
4726,2022-01-25,0,7.94,8.0,10,Probable Omicron (Unassigned),17,135.0,7
4727,2022-01-25,0,7.5,7.5,1,Probable Omicron (BA.1-like),2,15.0,1
4728,2022-01-26,2720,0.94,1.0,3,Omicron (BA.1-like),6173,5831.0,3450
4729,2022-01-26,578,0.55,0.0,0,Omicron (BA.2-like),944,522.0,366
4730,2022-01-26,2,1.4,1.0,0,.,5,7.0,3
4731,2022-01-26,5,3.82,2.5,5,Delta (B.1.617.2-like),28,107.0,18
4732,2022-01-26,2,0.0,0.0,0,Omicron (XE-like),2,0.0,0
4733,2022-01-26,0,2.0,2.0,0,Delta (AY.4.2-like),2,4.0,2
4734,2022-01-26,0,3.33,1.0,1,Delta (AY.4-like),3,10.0,2
4735,2022-01-27,2633,1.0,1.0,2,Omicron (BA.1-like),6209,6231.0,3574
4736,2022-01-27,480,0.63,0.0,0,Omicron (BA.2-like),856,538.0,376
4737,2022-01-27,1,2.0,2.0,0,Omicron (Unassigned),2,4.0,1
4738,2022-01-27,6,1.0,0.5,0,.,12,12.0,6
4739,2022-01-27,2,0.33,0.0,0,Delta (AY.4.2-like),3,1.0,1
4740,2022-01-27,2,3.2,2.0,2,Delta (B.1.617.2-like),15,48.0,11
4741,2022-01-28,385,0.63,0.0,0,Omicron (BA.2-like),700,443.0,315
4742,2022-01-28,2615,1.01,1.0,3,Omicron (BA.1-like),6167,6204.0,3549
4743,2022-01-28,1,2.67,2.0,0,Omicron (Unassigned),3,8.0,2
4744,2022-01-28,0,1.71,1.0,0,.,7,12.0,7
4745,2022-01-28,0,2.0,2.0,0,Delta (AY.4-like),3,6.0,3
4746,2022-01-28,0,5.0,5.0,1,Delta (B.1.617.2-like),10,50.0,9
4747,2022-01-29,692,0.62,0.0,0,Omicron (BA.2-like),1199,749.0,507
4748,2022-01-29,2311,0.98,1.0,4,Omicron (BA.1-like),5333,5217.0,3018
4749,2022-01-29,1,3.0,4.0,0,Omicron (Unassigned),3,9.0,2
4750,2022-01-29,2,0.0,0.0,0,Omicron (XE-like),2,0.0,0
4751,2022-01-29,0,1.0,1.0,0,Delta (AY.4.2-like),1,1.0,1
4752,2022-01-29,0,2.33,1.0,0,Delta (B.1.617.2-like),3,7.0,3
4753,2022-01-30,2410,1.02,1.0,0,Omicron (BA.1-like),5738,5835.0,3328
4754,2022-01-30,739,0.61,0.0,1,Omicron (BA.2-like),1292,784.0,552
4755,2022-01-30,3,1.33,2.0,0,Delta (B.1.617.2-like),9,12.0,6
4756,2022-01-30,0,2.0,2.0,0,.,1,2.0,1
4757,2022-01-30,2,0.0,0.0,0,Omicron (XE-like),2,0.0,0
4758,2022-01-30,0,1.0,1.0,0,Delta (AY.4-like),1,1.0,1
4759,2022-01-30,0,3.0,3.0,0,Probable Omicron (BA.1-like),2,6.0,2
4760,2022-01-31,909,0.61,0.0,1,Omicron (BA.2-like),1577,965.0,667
4761,2022-01-31,3490,1.05,1.0,2,Omicron (BA.1-like),8636,9104.0,5144
4762,2022-01-31,1,3.86,3.5,1,Delta (B.1.617.2-like),14,54.0,12
4763,2022-01-31,0,11.0,11.0,1,Omicron (BA.3-like),1,11.0,0
4764,2022-01-31,1,2.5,2.5,0,Omicron (Unassigned),2,5.0,1
4765,2022-01-31,1,1.5,1.0,0,Delta (AY.4-like),4,6.0,3
4766,2022-01-31,3,1.55,1.0,0,.,20,31.0,17
4767,2022-01-31,0,1.0,1.0,0,Delta (AY.4.2-like),1,1.0,1
4768,2022-01-31,1,0.0,0.0,0,Probable Omicron (BA.1-like),1,0.0,0
4769,2022-02-01,2453,1.1,1.0,5,Omicron (BA.1-like),6158,6795.0,3700
4770,2022-02-01,329,0.71,0.0,0,Omicron (BA.2-like),607,434.0,278
4771,2022-02-01,2,1.75,2.0,0,Delta (B.1.617.2-like),12,21.0,10
4772,2022-02-01,6,3.06,2.5,0,.,18,55.0,12
4773,2022-02-01,0,3.0,3.0,0,Delta (AY.4.2-like),1,3.0,1
4774,2022-02-01,0,5.0,5.0,0,Delta (AY.4-like),1,5.0,1
4775,2022-02-01,0,5.0,5.0,0,Omicron (Unassigned),1,5.0,1
4776,2022-02-02,581,0.64,0.0,1,Omicron (BA.2-like),1001,638.0,419
4777,2022-02-02,3380,1.03,1.0,8,Omicron (BA.1-like),7969,8180.0,4581
4778,2022-02-02,1,2.33,1.0,0,Delta (AY.4-like),3,7.0,2
4779,2022-02-02,6,0.78,0.0,0,.,9,7.0,3
4780,2022-02-02,1,1.0,1.0,0,Omicron (Unassigned),2,2.0,1
4781,2022-02-02,3,0.25,0.0,0,Omicron (XE-like),4,1.0,1
4782,2022-02-02,1,1.0,1.0,0,Delta (AY.4.2-like),2,2.0,1
4783,2022-02-02,1,7.17,6.0,1,Delta (B.1.617.2-like),6,43.0,4
4784,2022-02-02,0,1.0,1.0,0,Probable Omicron (BA.1-like),1,1.0,1
4785,2022-02-03,3376,1.02,1.0,3,Omicron (BA.1-like),7868,8001.0,4489
4786,2022-02-03,618,0.64,0.0,0,Omicron (BA.2-like),1099,700.0,481
4787,2022-02-03,2,3.73,2.0,2,Delta (B.1.617.2-like),11,41.0,7
4788,2022-02-03,1,0.0,0.0,0,Delta (AY.4-like),1,0.0,0
4789,2022-02-03,2,1.0,1.0,0,.,7,7.0,5
4790,2022-02-03,4,0.0,0.0,0,Omicron (XE-like),4,0.0,0
4791,2022-02-03,0,13.0,13.0,1,Omicron (BA.3-like),1,13.0,0
4792,2022-02-03,0,31.0,31.0,1,Omicron (XBB-like),1,31.0,0
4793,2022-02-04,2608,1.09,1.0,3,Omicron (BA.1-like),6403,6978.0,3792
4794,2022-02-04,608,0.67,0.0,0,Omicron (BA.2-like),1105,735.0,497
4795,2022-02-04,0,2.0,2.0,0,Omicron (Unassigned),2,4.0,2
4796,2022-02-04,1,3.0,3.0,0,Delta (AY.4-like),3,9.0,2
4797,2022-02-04,1,3.5,3.5,0,Delta (B.1.617.2-like),4,14.0,3
4798,2022-02-04,3,1.67,2.0,0,.,9,15.0,6
4799,2022-02-04,1,0.0,0.0,0,Omicron (XE-like),1,0.0,0
4800,2022-02-05,2684,1.03,1.0,4,Omicron (BA.1-like),6279,6462.0,3591
4801,2022-02-05,1012,0.6,0.0,0,Omicron (BA.2-like),1718,1028.0,706
4802,2022-02-05,1,0.0,0.0,0,.,1,0.0,0
4803,2022-02-05,0,3.0,3.0,0,Delta (AY.4.2-like),1,3.0,1
4804,2022-02-05,0,4.17,4.0,0,Delta (B.1.617.2-like),6,25.0,6
4805,2022-02-05,0,1.0,1.0,0,Omicron (XE-like),1,1.0,1
4806,2022-02-06,2384,0.99,1.0,3,Omicron (BA.1-like),5429,5390.0,3042
4807,2022-02-06,1066,0.59,0.0,0,Omicron (BA.2-like),1780,1056.0,714
4808,2022-02-06,3,1.33,0.5,0,Delta (B.1.617.2-like),6,8.0,3
4809,2022-02-06,1,0.0,0.0,0,.,1,0.0,0
4810,2022-02-06,3,0.4,0.0,0,Omicron (XE-like),5,2.0,2
4811,2022-02-06,0,4.0,4.0,0,Delta (AY.4-like),2,8.0,2
4812,2022-02-06,0,0.5,0.5,0,Omicron (BA.5-like),1,0.5,1
4813,2022-02-07,3497,1.05,1.0,4,Omicron (BA.1-like),8132,8567.0,4631
4814,2022-02-07,1125,0.58,0.0,1,Omicron (BA.2-like),1853,1074.0,727
4815,2022-02-07,3,0.5,0.0,0,.,4,2.0,1
4816,2022-02-07,1,3.25,3.0,0,Delta (B.1.617.2-like),4,13.0,3
4817,2022-02-07,4,0.33,0.0,0,Omicron (XE-like),6,2.0,2
4818,2022-02-07,0,3.0,3.0,0,Delta (AY.4-like),1,3.0,1
4819,2022-02-08,3383,1.09,1.0,11,Omicron (BA.1-like),8152,8907.0,4758
4820,2022-02-08,1335,0.62,0.0,0,Omicron (BA.2-like),2278,1407.0,943
4821,2022-02-08,0,3.0,3.0,0,Omicron (Unassigned),1,3.0,1
4822,2022-02-08,2,1.29,1.0,0,.,7,9.0,5
4823,2022-02-08,2,0.0,0.0,0,Omicron (XE-like),2,0.0,0
4824,2022-02-08,2,2.57,2.0,0,Delta (B.1.617.2-like),7,18.0,5
4825,2022-02-08,0,1.5,1.5,0,Delta (AY.4.2-like),2,3.0,2
4826,2022-02-09,933,0.57,0.0,0,Omicron (BA.2-like),1484,853.0,551
4827,2022-02-09,2692,1.07,1.0,4,Omicron (BA.1-like),6286,6700.0,3590
4828,2022-02-09,2,0.0,0.0,0,.,2,0.0,0
4829,2022-02-09,1,4.25,5.0,0,Delta (B.1.617.2-like),4,17.0,3
4830,2022-02-09,1,0.0,0.0,0,Delta (AY.4-like),1,0.0,0
4831,2022-02-09,3,0.75,0.0,0,Omicron (XE-like),4,3.0,1
4832,2022-02-09,0,3.0,4.0,0,Delta (AY.4.2-like),3,9.0,3
4833,2022-02-09,0,5.0,5.0,0,Omicron (Unassigned),2,10.0,2
4834,2022-02-09,0,12.0,12.0,1,Omicron (BA.3-like),1,12.0,0
4835,2022-02-10,2608,1.08,1.0,8,Omicron (BA.1-like),6086,6552.0,3470
4836,2022-02-10,929,0.56,0.0,0,Omicron (BA.2-like),1490,828.0,561
4837,2022-02-10,0,2.0,2.0,0,Delta (AY.4-like),1,2.0,1
4838,2022-02-10,1,2.5,1.5,1,Delta (B.1.617.2-like),6,15.0,4
4839,2022-02-10,0,3.0,3.0,0,.,3,9.0,3
4840,2022-02-10,0,11.0,11.0,1,Omicron (BA.3-like),1,11.0,0
4841,2022-02-10,2,0.0,0.0,0,Omicron (XE-like),2,0.0,0
4842,2022-02-10,0,1.0,1.0,0,Delta (AY.4.2-like),1,1.0,1
4843,2022-02-11,3092,1.0,1.0,7,Omicron (BA.1-like),6674,6692.0,3575
4844,2022-02-11,1152,0.54,0.0,0,Omicron (BA.2-like),1798,972.0,646
4845,2022-02-11,2,1.69,2.0,0,Delta (B.1.617.2-like),26,44.0,24
4846,2022-02-11,0,3.0,3.0,0,.,1,3.0,1
4847,2022-02-11,0,1.0,1.0,0,Delta (AY.4.2-like),1,1.0,1
4848,2022-02-11,1,3.5,3.5,0,Omicron (Unassigned),6,21.0,5
4849,2022-02-11,8,0.2,0.0,0,Omicron (XE-like),10,2.0,2
4850,2022-02-11,0,8.0,8.0,1,Omicron (BA.3-like),1,8.0,0
4851,2022-02-12,2587,0.94,1.0,6,Omicron (BA.1-like),5517,5202.0,2924
4852,2022-02-12,1589,0.57,0.0,0,Omicron (BA.2-like),2589,1472.0,1000
4853,2022-02-12,0,13.0,13.0,1,Omicron (BA.3-like),1,13.0,0
4854,2022-02-12,1,1.0,1.0,0,Delta (B.1.617.2-like),2,2.0,1
4855,2022-02-12,1,0.0,0.0,0,Delta (AY.4.2-like),1,0.0,0
4856,2022-02-12,3,1.0,1.0,0,Omicron (XE-like),6,6.0,3
4857,2022-02-12,0,19.0,19.0,1,Delta (AY.4-like),1,19.0,0
4858,2022-02-12,0,5.0,5.0,0,Omicron (Unassigned),1,5.0,1
4859,2022-02-13,2204,0.94,1.0,2,Omicron (BA.1-like),4580,4313.0,2374
4860,2022-02-13,1647,0.63,0.0,0,Omicron (BA.2-like),2880,1823.0,1233
4861,2022-02-13,1,0.0,0.0,0,Delta (AY.4-like),1,0.0,0
4862,2022-02-13,0,2.0,2.0,0,.,2,4.0,2
4863,2022-02-13,7,0.5,0.0,0,Omicron (XE-like),10,5.0,3
4864,2022-02-13,0,4.0,4.0,0,Omicron (Unassigned),1,4.0,1
4865,2022-02-13,0,1.0,1.0,0,Probable Omicron (BA.1-like),1,1.0,1
4866,2022-02-13,0,5.4,6.0,0,Delta (B.1.617.2-like),5,27.0,5
4867,2022-02-14,3194,1.02,1.0,4,Omicron (BA.1-like),6941,7064.0,3743
4868,2022-02-14,1733,0.57,0.0,0,Omicron (BA.2-like),2792,1593.0,1059
4869,2022-02-14,29,0.22,0.0,0,Delta (B.1.617.2-like),32,7.0,3
4870,2022-02-14,1,1.5,1.5,0,Delta (AY.4-like),2,3.0,1
4871,2022-02-14,0,2.0,2.0,0,.,3,6.0,3
4872,2022-02-14,2,0.67,1.0,0,Omicron (XE-like),6,4.0,4
4873,2022-02-14,1,0.0,0.0,0,Probable Omicron (BA.1-like),1,0.0,0
4874,2022-02-14,0,8.0,8.0,1,Omicron (BA.3-like),1,8.0,0
4875,2022-02-14,3,1.4,0.0,0,Omicron (Unassigned),5,7.0,2
4876,2022-02-15,2766,1.0,1.0,7,Omicron (BA.1-like),5979,5952.0,3206
4877,2022-02-15,1649,0.55,0.0,0,Omicron (BA.2-like),2624,1440.0,975
4878,2022-02-15,0,3.0,3.0,0,.,4,12.0,4
4879,2022-02-15,1,0.0,0.0,0,Delta (AY.4-like),1,0.0,0
4880,2022-02-15,7,0.12,0.0,0,Omicron (XE-like),8,1.0,1
4881,2022-02-15,1,0.5,0.5,0,Delta (B.1.617.2-like),2,1.0,1
4882,2022-02-15,1,1.33,1.0,0,Omicron (Unassigned),3,4.0,2
4883,2022-02-16,1426,0.61,0.0,0,Omicron (BA.2-like),2405,1464.0,979
4884,2022-02-16,1785,1.11,1.0,6,Omicron (BA.1-like),4049,4495.0,2258
4885,2022-02-16,0,4.5,4.5,0,Delta (B.1.617.2-like),2,9.0,2
4886,2022-02-16,1,1.6,1.0,0,.,5,8.0,4
4887,2022-02-16,12,0.42,0.0,0,Omicron (XE-like),19,8.0,7
4888,2022-02-16,0,4.0,4.0,0,Probable Omicron (BA.1-like),1,4.0,1
4889,2022-02-16,4,0.43,0.0,0,Omicron (Unassigned),7,3.0,3
4890,2022-02-17,0,19.5,19.5,2,Omicron (BA.5-like),2,39.0,0
4891,2022-02-17,1779,0.53,0.0,1,Omicron (BA.2-like),2795,1485.0,1015
4892,2022-02-17,2064,0.98,1.0,4,Omicron (BA.1-like),4425,4318.0,2357
4893,2022-02-17,0,2.5,2.5,0,Delta (B.1.617.2-like),2,5.0,2
4894,2022-02-17,1,2.0,2.0,0,.,2,4.0,1
4895,2022-02-17,6,0.0,0.0,0,Omicron (XE-like),6,0.0,0
4896,2022-02-17,10,0.47,0.0,0,Omicron (Unassigned),15,7.0,5
4897,2022-02-17,2,0.0,0.0,0,Delta (AY.4-like),2,0.0,0
4898,2022-02-17,0,1.0,1.0,0,Probable Omicron (BA.1-like),1,1.0,1
4899,2022-02-18,2168,0.96,1.0,5,Omicron (BA.1-like),4443,4278.0,2270
4900,2022-02-18,1770,0.5,0.0,0,Omicron (BA.2-like),2703,1360.0,933
4901,2022-02-18,1,2.0,1.0,0,Delta (B.1.617.2-like),3,6.0,2
4902,2022-02-18,0,1.0,1.0,0,Delta (AY.4.2-like),1,1.0,1
4903,2022-02-18,1,0.0,0.0,0,.,1,0.0,0
4904,2022-02-18,6,0.38,0.0,0,Omicron (XE-like),8,3.0,2
4905,2022-02-18,1,1.25,1.5,0,Omicron (Unassigned),4,5.0,3
4906,2022-02-19,1690,1.01,1.0,1,Omicron (BA.1-like),3605,3629.0,1914
4907,2022-02-19,1832,0.6,0.0,0,Omicron (BA.2-like),3016,1796.0,1184
4908,2022-02-19,2,0.0,0.0,0,Omicron (Unassigned),2,0.0,0
4909,2022-02-19,0,1.0,1.0,0,Delta (B.1.617.2-like),1,1.0,1
4910,2022-02-19,3,0.25,0.0,0,.,4,1.0,1
4911,2022-02-19,6,0.0,0.0,0,Omicron (XE-like),6,0.0,0
4912,2022-02-20,1709,0.57,0.0,1,Omicron (BA.2-like),2739,1564.0,1029
4913,2022-02-20,1588,0.96,1.0,4,Omicron (BA.1-like),3232,3093.0,1640
4914,2022-02-20,1,0.5,0.5,0,Delta (B.1.617.2-like),2,1.0,1
4915,2022-02-20,0,1.5,1.5,0,.,4,6.0,4
4916,2022-02-20,5,0.0,0.0,0,Omicron (XE-like),5,0.0,0
4917,2022-02-20,0,1.5,1.5,0,Omicron (Unassigned),4,6.0,4
4918,2022-02-21,3010,0.53,0.0,0,Omicron (BA.2-like),4737,2522.0,1727
4919,2022-02-21,2708,0.94,1.0,5,Omicron (BA.1-like),5439,5102.0,2726
4920,2022-02-21,1,6.8,7.0,2,Delta (B.1.617.2-like),5,34.0,2
4921,2022-02-21,0,2.0,2.0,0,.,2,4.0,2
4922,2022-02-21,9,0.59,0.0,0,Omicron (XE-like),17,10.0,8
4923,2022-02-21,1,1.67,2.0,0,Omicron (Unassigned),3,5.0,2
4924,2022-02-22,2,1.43,1.0,0,Omicron (Unassigned),7,10.0,5
4925,2022-02-22,2815,0.55,0.0,0,Omicron (BA.2-like),4499,2487.0,1684
4926,2022-02-22,2267,0.96,1.0,2,Omicron (BA.1-like),4583,4395.0,2314
4927,2022-02-22,3,1.2,0.0,0,Delta (B.1.617.2-like),5,6.0,2
4928,2022-02-22,10,0.5,0.0,0,Omicron (XE-like),14,7.0,4
4929,2022-02-22,0,2.0,2.0,0,Probable Omicron (BA.1-like),1,2.0,1
4930,2022-02-22,0,26.0,26.0,1,Omicron (XBB.1.5-like),1,26.0,0
4931,2022-02-23,2652,0.52,0.0,0,Omicron (BA.2-like),4123,2146.0,1471
4932,2022-02-23,2011,0.98,1.0,9,Omicron (BA.1-like),4099,4028.0,2079
4933,2022-02-23,0,15.0,15.0,1,Omicron (BA.3-like),1,15.0,0
4934,2022-02-23,0,3.0,3.0,0,.,1,3.0,1
4935,2022-02-23,15,0.17,0.0,0,Omicron (XE-like),18,3.0,3
4936,2022-02-23,3,1.5,0.5,0,Omicron (Unassigned),6,9.0,3
4937,2022-02-23,1,1.5,1.5,0,Delta (B.1.617.2-like),2,3.0,1
4938,2022-02-23,0,1.0,1.0,0,Probable Omicron (BA.1-like),1,1.0,1
4939,2022-02-23,0,27.0,27.0,1,Omicron (XBB.1.5-like),1,27.0,0
4940,2022-02-24,1603,0.58,0.0,0,Omicron (BA.2-like),2588,1502.0,985
4941,2022-02-24,1335,1.06,1.0,4,Omicron (BA.1-like),2808,2979.0,1469
4942,2022-02-24,4,1.0,0.0,0,Omicron (Unassigned),5,5.0,1
4943,2022-02-24,0,1.5,1.5,0,.,2,3.0,2
4944,2022-02-24,9,0.25,0.0,0,Omicron (XE-like),12,3.0,3
4945,2022-02-24,1,0.0,0.0,0,Delta (B.1.617.2-like),1,0.0,0
4946,2022-02-25,1313,0.57,0.0,0,Omicron (BA.2-like),2131,1207.0,818
4947,2022-02-25,1038,1.22,1.0,6,Omicron (BA.1-like),2392,2910.0,1348
4948,2022-02-25,0,2.0,2.0,0,.,2,4.0,2
4949,2022-02-25,7,0.12,0.0,0,Omicron (XE-like),8,1.0,1
4950,2022-02-25,3,1.71,1.0,0,Omicron (Unassigned),7,12.0,4
4951,2022-02-25,0,16.0,16.0,1,Omicron (BA.3-like),1,16.0,0
4952,2022-02-26,1173,0.6,0.0,1,Omicron (BA.2-like),1926,1154.0,752
4953,2022-02-26,733,1.22,1.0,3,Omicron (BA.1-like),1822,2216.0,1086
4954,2022-02-26,0,6.5,6.5,1,.,2,13.0,1
4955,2022-02-26,8,0.3,0.0,0,Omicron (XE-like),10,3.0,2
4956,2022-02-26,0,14.0,14.0,1,Omicron (BA.3-like),1,14.0,0
4957,2022-02-26,1,0.0,0.0,0,Omicron (Unassigned),1,0.0,0
4958,2022-02-27,1008,0.73,0.0,0,Omicron (BA.2-like),1849,1345.0,841
4959,2022-02-27,584,1.32,1.0,4,Omicron (BA.1-like),1441,1906.0,853
4960,2022-02-27,3,0.25,0.0,0,Omicron (XE-like),4,1.0,1
4961,2022-02-27,0,14.0,14.0,1,Omicron (BA.3-like),1,14.0,0
4962,2022-02-27,0,2.0,2.0,0,Delta (B.1.617.2-like),1,2.0,1
4963,2022-02-27,2,0.33,0.0,0,Omicron (Unassigned),3,1.0,1
4964,2022-02-27,0,28.0,28.0,1,Omicron (XBB.1.5-like),1,28.0,0
4965,2022-02-28,1079,1.07,1.0,3,Omicron (BA.1-like),2357,2529.0,1275
4966,2022-02-28,1943,0.66,0.0,1,Omicron (BA.2-like),3421,2268.0,1477
4967,2022-02-28,0,1.0,1.0,0,.,1,1.0,1
4968,2022-02-28,5,0.7,0.5,0,Omicron (XE-like),10,7.0,5
4969,2022-02-28,0,10.5,10.5,2,Omicron (BA.3-like),2,21.0,0
4970,2022-02-28,1,0.0,0.0,0,Probable Omicron (BA.1-like),1,0.0,0
4971,2022-02-28,2,2.0,0.5,0,Omicron (Unassigned),4,8.0,2
4972,2022-02-28,0,27.0,27.0,1,Omicron (XBB.1.5-like),1,27.0,0
4973,2022-03-01,899,1.15,1.0,4,Omicron (BA.1-like),2028,2331.0,1125
4974,2022-03-01,1774,0.66,0.0,1,Omicron (BA.2-like),3068,2035.0,1293
4975,2022-03-01,3,1.6,1.5,0,Omicron (Unassigned),10,16.0,7
4976,2022-03-01,4,0.8,0.0,0,.,5,4.0,1
4977,2022-03-01,9,0.1,0.0,0,Omicron (XE-like),10,1.0,1
4978,2022-03-01,0,5.5,5.0,1,Delta (B.1.617.2-like),4,22.0,3
4979,2022-03-01,0,11.0,11.0,9,Probable Omicron (Unassigned),9,99.0,0
4980,2022-03-02,2730,0.54,0.0,1,Omicron (BA.2-like),4319,2338.0,1588
4981,2022-03-02,1042,1.07,1.0,3,Omicron (BA.1-like),2238,2388.0,1193
4982,2022-03-02,5,1.0,0.0,0,Omicron (Unassigned),7,7.0,2
4983,2022-03-02,0,3.0,3.0,0,.,1,3.0,1
4984,2022-03-02,12,0.21,0.0,0,Omicron (XE-like),14,3.0,2
4985,2022-03-02,0,2.0,2.0,0,Delta (B.1.617.2-like),2,4.0,2
4986,2022-03-02,0,9.0,9.0,1,Omicron (BA.4-like),1,9.0,0
4987,2022-03-02,0,22.0,22.0,1,Omicron (BA.5-like),1,22.0,0
4988,2022-03-03,0,26.0,26.0,1,Omicron (BA.5-like),1,26.0,0
4989,2022-03-03,2864,0.58,0.0,0,Omicron (BA.2-like),4751,2766.0,1887
4990,2022-03-03,907,1.17,1.0,6,Omicron (BA.1-like),2125,2487.0,1212
4991,2022-03-03,1,2.0,1.0,0,.,3,6.0,2
4992,2022-03-03,10,0.43,0.0,0,Omicron (XE-like),14,6.0,4
4993,2022-03-03,4,2.29,0.0,1,Omicron (Unassigned),7,16.0,2
4994,2022-03-03,0,3.0,3.0,0,Delta (B.1.617.2-like),1,3.0,1
4995,2022-03-04,901,1.13,1.0,5,Omicron (BA.1-like),2020,2290.0,1114
4996,2022-03-04,3255,0.59,0.0,1,Omicron (BA.2-like),5344,3142.0,2088
4997,2022-03-04,1,1.5,1.0,0,Omicron (Unassigned),6,9.0,5
4998,2022-03-04,0,4.5,4.5,0,.,2,9.0,2
4999,2022-03-04,14,0.28,0.0,0,Omicron (XE-like),18,5.0,4
5000,2022-03-05,2493,0.53,0.0,0,Omicron (BA.2-like),3892,2055.0,1399
5001,2022-03-05,1,0.5,0.5,0,Omicron (Unassigned),2,1.0,1
5002,2022-03-05,696,0.99,1.0,2,Omicron (BA.1-like),1480,1463.0,782
5003,2022-03-05,9,0.42,0.0,0,Omicron (XE-like),12,5.0,3
5004,2022-03-06,672,1.06,1.0,4,Omicron (BA.1-like),1468,1552.0,792
5005,2022-03-06,3363,0.61,0.0,1,Omicron (BA.2-like),5563,3385.0,2199
5006,2022-03-06,1,4.83,1.0,2,Omicron (Unassigned),6,29.0,3
5007,2022-03-06,6,0.73,0.0,0,Omicron (XE-like),11,8.0,5
5008,2022-03-06,1,0.0,0.0,0,Delta (B.1.617.2-like),1,0.0,0
5009,2022-03-07,4573,0.58,0.0,2,Omicron (BA.2-like),7402,4305.0,2827
5010,2022-03-07,1202,1.06,1.0,5,Omicron (BA.1-like),2583,2741.0,1376
5011,2022-03-07,4,1.25,0.5,0,Omicron (Unassigned),8,10.0,4
5012,2022-03-07,0,3.0,3.0,0,.,1,3.0,1
5013,2022-03-07,12,0.65,0.0,0,Omicron (XE-like),17,11.0,5
5014,2022-03-07,0,2.5,2.5,0,Delta (B.1.617.2-like),2,5.0,2
5015,2022-03-07,0,15.0,15.0,1,Omicron (BA.3-like),1,15.0,0
5016,2022-03-08,2973,0.65,0.0,1,Omicron (BA.2-like),5087,3298.0,2113
5017,2022-03-08,786,1.14,1.0,2,Omicron (BA.1-like),1754,2004.0,966
5018,2022-03-08,1,4.67,1.0,1,Omicron (Unassigned),3,14.0,1
5019,2022-03-08,0,5.0,5.0,0,.,1,5.0,1
5020,2022-03-08,10,0.5,0.0,0,Omicron (XE-like),16,8.0,6
5021,2022-03-08,0,8.0,8.0,1,Omicron (BA.4-like),1,8.0,0
5022,2022-03-09,4156,0.58,0.0,0,Omicron (BA.2-like),6833,3972.0,2677
5023,2022-03-09,797,1.13,1.0,4,Omicron (BA.1-like),1809,2044.0,1008
